Experiment,Algorithm,Grid_Size,Density,Execution_Time,Nodes_Expanded,Path_Length,Memory_B
1,Dijkstra,Large(50x50),Large(20%),16.465,2044,56,98160
1,Dijkstra,Large(50x50),Large(20%),21.855,2026,55,97248
1,Dijkstra,Large(50x50),Large(20%),13.555,1962,54,94176
1,Dijkstra,Large(50x50),Large(20%),14.270,1987,53,95376
1,Dijkstra,Large(50x50),Large(20%),15.505,2023,55,97104
1,Dijkstra,Large(50x50),Large(20%),13.320,2007,53,96336
1,Dijkstra,Large(50x50),Large(20%),19.040,2004,54,96192
1,Dijkstra,Large(50x50),Large(20%),19.445,1970,55,94560
1,Dijkstra,Large(50x50),Large(20%),18.765,2001,54,96048
1,Dijkstra,Large(50x50),Large(20%),16.555,1969,56,94512
1,Dijkstra,Large(50x50),Large(20%),13.600,1981,55,95088
1,Dijkstra,Large(50x50),Large(20%),13.725,2004,56,96192
1,Dijkstra,Large(50x50),Large(20%),14.390,2005,54,96240
1,Dijkstra,Large(50x50),Large(20%),13.900,1994,53,95712
1,Dijkstra,Large(50x50),Large(20%),13.310,2000,56,96000
1,Dijkstra,Large(50x50),Large(20%),12.470,2013,54,96624
1,Dijkstra,Large(50x50),Large(20%),16.350,2023,57,97104
1,Dijkstra,Large(50x50),Large(20%),12.805,1999,56,95952
1,Dijkstra,Large(50x50),Large(20%),14.840,2023,54,97104
1,Dijkstra,Large(50x50),Large(20%),13.395,1990,56,95520
1,Dijkstra,Large(50x50),Large(20%),13.480,1979,54,94992
1,Dijkstra,Large(50x50),Large(20%),12.375,2021,54,97008
1,Dijkstra,Large(50x50),Large(20%),11.985,1991,56,95568
1,Dijkstra,Large(50x50),Large(20%),13.235,1962,55,94276
1,Dijkstra,Large(50x50),Large(20%),13.185,2020,57,96960
1,Dijkstra,Large(50x50),Large(20%),15.230,2065,55,99120
1,Dijkstra,Large(50x50),Large(20%),12.830,2006,53,96288
1,Dijkstra,Large(50x50),Large(20%),14.065,2022,55,97056
1,Dijkstra,Large(50x50),Large(20%),13.920,2011,55,96528
1,Dijkstra,Large(50x50),Large(20%),13.500,2017,55,96816
